416,46:49:45N,007:18:05E,0,T,Heitenried K, *Z20
417,47:17:55N,007:35:38E,0,T,Herbetswil K, *Z20
418,46:37:40N,013:22:20E,0,T,Hermagor Bhf, *Z20
419,47:34:00N,007:45:00E,0,TA,Herten, *Z100
420,47:10:20N,013:06:28E,0,T,HfgstnBdK102, *Z20
421,47:17:06N,009:29:11E,0,T,HhrKstnBrgst, *Z20
422,47:33:49N,013:38:44E,0,T,HllstttKZntr, *Z20
423,47:10:11N,008:17:16E,0,T,Hochdorf Bhf, *Z20
424,47:24:43N,016:07:20E,0,T,HochriglSndr, *Z20
425,47:26:05N,014:29:04E,0,T,HohentauernK, *Z20
426,48:19:25N,008:58:00E,0,T,Hohenzollern, *Z20
427,47:22:08N,009:42:20E,0,T,HohnmsSchlss, *Z20
428,47:20:07N,007:45:16E,0,T,Holderbank K, *Z20
429,46:37:15N,008:34:09E,0,T,Hospental K, *Z20
430,47:44:06N,008:39:44E,0,T,HrblngnSchls, *Z20
431,47:38:50N,007:56:31E,872,T,HuttnHtznwld, *Z20
432,47:01:02N,008:38:18E,460,TL,Ibach nord, *Z50
433,47:00:30N,008:38:31E,460,TL,Ibach sued, *Z50
434,47:01:09N,008:44:03E,0,T,IbergrggPRst, *Z20
435,46:46:44N,009:13:25E,720,TL,Ilanz, *Z50
436,46:46:30N,009:12:20E,0,T,IlanzRhnbrck, *Z20
437,47:57:00N,008:44:00E,0,T,ImmendngnBhf, *Z20
438,47:15:00N,010:42:00E,0,T,Imst Kirche, *Z20
439,46:31:18N,009:26:40E,0,T,InnerferrerK, *Z20
440,47:15:33N,009:44:35E,0,T,InnerlatrnsK, *Z20
441,47:16:00N,011:24:00E,0,T,InnsbrckBhfW, *Z20
442,47:15:39N,011:20:40E,0,TA,Innsbruck,120.10 *Z100
443,46:40:36N,007:52:45E,575,TA,Interlaken,130.15 *Z100
444,46:41:04N,007:51:05E,0,T,InterlknBhfW, *Z20
445,46:10:44N,008:42:04E,0,T,Intragna K, *Z20
446,47:00:44N,010:17:28E,0,T,Ischgl K, *Z20
447,46:50:17N,012:50:38E,0,T,Iselsberg K, *Z20
448,46:36:46N,007:16:33E,0,T,Jaun Kirche, *Z20
449,46:35:33N,007:20:21E,0,T,Jaunpass, *Z20
450,47:23:20N,011:46:10E,0,T,Jenbach Bhf, *Z20
451,46:54:36N,008:15:17E,465,TA,Kägiswil,120.62 *Z100
